Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	A(adr)	B(x)	B(y)	B(z)	B(adr)	M(x)	M(y)	M(z)	M(adr)	N(x)	N(y)	N(z)	N(adr)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(Ohm)	Var(%)	Rho-a(Ohm-m)	Cycles	IP Delay Window(mV/V)	Pint(V)	Pext(V)	T int(deg C)	T log(deg C)	Latitude	Longitude
2024-06-24 12:57:00	1104	2011	5	0	0	7.75	32	0	0	0	32	0	0	2	32	0	0	0	32	0	0	4.979		99.9514	42.2358	0.0415556	0	0.415758	0.153196	15.0206	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:50:15	1058	2012	9	0	0	5	21	0	0	0	21	0	0	7.5	21	0	0	0	21	0	0	2.165		99.9526	42.2332	0.0887166	0	0.887586	0.0959831	13.9422	1		0	12.0439	39.5972	0	0	0	
2024-06-24 12:50:41	1061	2013	9	0	0	5	21	0	0	0	21	0	0	6.25	21	0	0	0	21	0	0	1.082		99.9536	42.1317	0.180008	0	1.80092	0.0189171	14.1444	1		0	12.0439	39.5972	0	0	0	
2024-06-24 12:47:32	1039	2014	1	0	0	3	13	0	0	0	13	0	0	1.75	13	0	0	0	13	0	0	1.082		99.9586	42.4693	0.164086	0	1.64154	0.044994	12.8926	1		0	12.0439	40.3769	0	0	0	
2024-06-24 12:56:35	1101	2015	5	0	0	7.75	32	0	0	0	32	0	0	6.75	32	0	0	0	32	0	0	0.866		99.9431	42.0884	0.231615	0	2.31747	0.0861668	14.5611	1		0	12.0439	39.2074	0	0	0	
2024-06-24 13:02:46	1144	2016	1	0	0	3.25	14	0	0	0	14	0	0	2.5	14	0	0	0	14	0	0	0.649		99.9538	42.5546	0.277985	0	2.78113	0.196435	13.1058	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:48:33	1046	2017	9	0	0	4	17	0	0	0	17	0	0	7.5	17	0	0	0	17	0	0	3.031		99.9504	41.7502	0.0651069	0	0.651392	0.153056	14.3249	1		0.0088623	12.0439	39.9871	0	0	0	
2024-06-24 12:48:59	1049	2018	5	0	0	4	17	0	0	0	17	0	0	6.25	17	0	0	0	17	0	0	1.948		99.9522	41.7652	0.098587	0	0.986342	0.0271719	13.9441	1		0	12.0439	39.8571	0	0	0	
2024-06-24 12:46:52	1034	2019	1	0	0	3	13	0	0	0	13	0	0	3.5	13	0	0	0	13	0	0	0.433		99.9573	42.3788	0.430597	0	4.30781	0.170675	13.5334	1		0	12.0439	40.5069	0	0	0	
2024-06-24 12:45:17	1023	2020	5	0	0	2	9	0	0	0	9	0	0	6.75	9	0	0	0	9	0	0	4.113		99.9668	41.8035	0.0525437	0	0.525612	0.279588	15.6869	1		0	12.0439	41.1566	0	0	0	
2024-06-24 12:54:14	1085	2021	5	0	0	7	29	0	0	0	29	0	0	5.75	29	0	0	0	29	0	0	1.082		99.9519	42.063	0.1808	0	1.80887	0.150559	14.2068	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:54:52	1089	2022	5	0	0	7	29	0	0	0	29	0	0	4.5	29	0	0	0	29	0	0	2.165		99.9498	42.0597	0.0892196	0	0.892644	0.151718	14.0216	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:44:04	1014	2023	9	0	0	1	5	0	0	0	5	0	0	5.25	5	0	0	0	5	0	0	3.68		99.9673	41.1555	0.0609169	0	0.609368	0.810697	16.2723	1		0	12.0439	41.8063	0	0	0	
2024-06-24 12:43:13	1008	2024	9	0	0	1	5	0	0	0	5	0	0	4	5	0	0	0	5	0	0	2.598		99.9658	41.2473	0.0723912	0	0.72416	0.187255	13.6501	1		0.0088623	12.0439	42.3261	0	0	0	
2024-06-24 13:01:02	1132	2025	1	0	0	4.75	20	0	0	0	20	0	0	3	20	0	0	0	20	0	0	1.515		99.9534	42.1511	0.119864	0	1.1992	0.0557389	13.1858	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:52:26	1073	2026	1	0	0	6	25	0	0	0	25	0	0	3	25	0	0	0	25	0	0	2.598		99.9515	42.2439	0.0768294	0	0.768666	0.0575326	14.489	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:46:10	1029	2027	1	0	0	2	9	0	0	0	9	0	0	2.25	9	0	0	0	9	0	0	0.216		99.96	41.577	0.728694	0	7.28985	0.120983	11.4509	1		0	12.0439	40.7668	0	0	0	
2024-06-24 12:53:48	1082	2028	1	0	0	7	29	0	0	0	29	0	0	0.5	29	0	0	0	29	0	0	5.628		99.9515	42.1001	0.0428185	0	0.428393	0.212269	17.4959	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:42:56	1006	2029	5	0	0	0	1	0	0	0	1	0	0	3.5	1	0	0	0	1	0	0	3.031		99.9687	41.3788	0.067942	0	0.679633	0.23333	14.9459	1		0.0088623	12.0439	42.586	0	0	0	
2024-06-24 13:02:39	1143	2030	1	0	0	1.75	8	0	0	0	8	0	0	0	8	0	0	0	8	0	0	1.515		99.9531	42.2441	0.116283	0	1.16338	0.0742033	12.792	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:52:09	1071	2031	5	0	0	6	25	0	0	0	25	0	0	7	25	0	0	0	25	0	0	0.866		99.9511	42.107	0.233832	0	2.33946	0.143997	14.6993	1		0	12.0439	39.4673	0	0	0	
2024-06-24 13:01:49	1137	2032	1	0	0	6.5	27	0	0	0	27	0	0	1.25	27	0	0	0	27	0	0	4.546		99.9549	42.3043	0.0532248	0	0.532488	0.748089	17.565	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:56:52	1103	2033	1	0	0	7.75	32	0	0	0	32	0	0	1.25	32	0	0	0	32	0	0	5.628		99.9457	42.2119	0.0389965	0	0.390177	0.18486	15.9351	1		0	12.0439	39.3374	0	0	0	
2024-06-24 12:50:15	1058	2034	5	0	0	5	21	0	0	0	21	0	0	5.5	21	0	0	0	21	0	0	0.433		99.9526	42.2332	0.451242	0	4.51456	0.263801	14.1829	1		0	12.0439	39.5972	0	0	0	
2024-06-24 12:50:33	1060	2035	5	0	0	5	21	0	0	0	21	0	0	4.25	21	0	0	0	21	0	0	0.649		99.9506	42.1535	0.297874	0	2.98021	0.166129	14.0439	1		0	12.0439	39.5972	0	0	0	
2024-06-24 12:47:51	1041	2036	1	0	0	3	13	0	0	0	13	0	0	1	13	0	0	0	13	0	0	1.732		99.9565	42.342	0.102556	0	1.02601	0.0133536	12.8932	1		0	12.0439	40.117	0	0	0	
2024-06-24 12:44:19	1016	2037	1	0	0	1	5	0	0	0	5	0	0	2	5	0	0	0	5	0	0	0.866		99.9649	41.3393	0.200213	0	2.00284	0.150745	12.5842	1		0	12.0439	41.6764	0	0	0	
2024-06-24 12:58:10	1112	2038	9	0	0	1.75	8	0	0	0	8	0	0	6	8	0	0	0	8	0	0	3.68		99.9515	42.1983	0.0600815	0	0.601106	0.75019	16.0517	1		0	12.0439	39.0775	0	0	0	
2024-06-24 12:48:33	1046	2039	1	0	0	4	17	0	0	0	17	0	0	2.25	17	0	0	0	17	0	0	1.515		99.9504	41.7502	0.117221	0	1.17279	0.0298509	12.8955	1		0.0088623	12.0439	39.9871	0	0	0	
