datetime,time (s),sigma_w (S/m)
2024-10-16 17:02:00,-84480.0,
2024-10-16 17:03:00,-84420.0,
2024-10-16 17:04:00,-84360.0,
2024-10-16 17:05:00,-84300.0,
2024-10-16 17:06:00,-84240.0,
2024-10-16 17:07:00,-84180.0,
2024-10-16 17:08:00,-84120.0,
2024-10-16 17:09:00,-84060.0,
2024-10-16 17:10:00,-84000.0,
2024-10-16 17:11:00,-83940.0,
2024-10-16 17:12:00,-83880.0,
2024-10-16 17:13:00,-83820.0,
2024-10-16 17:14:00,-83760.0,
2024-10-16 17:15:00,-83700.0,
2024-10-16 17:16:00,-83640.0,
2024-10-16 17:17:00,-83580.0,
2024-10-16 17:18:00,-83520.0,
2024-10-16 17:19:00,-83460.0,
2024-10-16 17:20:00,-83400.0,
2024-10-16 17:21:00,-83340.0,
2024-10-16 17:22:00,-83280.0,
2024-10-16 17:23:00,-83220.0,
2024-10-16 17:24:00,-83160.0,
2024-10-16 17:25:00,-83100.0,
2024-10-16 17:26:00,-83040.0,
2024-10-16 17:27:00,-82980.0,
2024-10-16 17:28:00,-82920.0,
2024-10-16 17:29:00,-82860.0,
2024-10-16 17:30:00,-82800.0,
2024-10-16 17:31:00,-82740.0,
2024-10-16 17:32:00,-82680.0,
2024-10-16 17:33:00,-82620.0,
2024-10-16 17:34:00,-82560.0,
2024-10-16 17:35:00,-82500.0,
2024-10-16 17:36:00,-82440.0,
2024-10-16 17:37:00,-82380.0,
2024-10-16 17:38:00,-82320.0,
2024-10-16 17:39:00,-82260.0,
2024-10-16 17:40:00,-82200.0,
2024-10-16 17:41:00,-82140.0,
2024-10-16 17:42:00,-82080.0,
2024-10-16 17:43:00,-82020.0,
2024-10-16 17:44:00,-81960.0,
2024-10-16 17:45:00,-81900.0,
2024-10-16 17:46:00,-81840.0,
2024-10-16 17:47:00,-81780.0,
2024-10-16 17:48:00,-81720.0,
2024-10-16 17:49:00,-81660.0,
2024-10-16 17:50:00,-81600.0,
2024-10-16 17:51:00,-81540.0,
2024-10-16 17:52:00,-81480.0,
2024-10-16 17:53:00,-81420.0,
2024-10-16 17:54:00,-81360.0,
2024-10-16 17:55:00,-81300.0,
2024-10-16 17:56:00,-81240.0,
2024-10-16 17:57:00,-81180.0,
2024-10-16 17:58:00,-81120.0,
2024-10-16 17:59:00,-81060.0,
2024-10-16 18:00:00,-81000.0,
2024-10-16 18:01:00,-80940.0,
2024-10-16 18:02:00,-80880.0,
2024-10-16 18:03:00,-80820.0,
2024-10-16 18:04:00,-80760.0,
2024-10-16 18:05:00,-80700.0,
2024-10-16 18:06:00,-80640.0,
2024-10-16 18:07:00,-80580.0,
2024-10-16 18:08:00,-80520.0,
2024-10-16 18:09:00,-80460.0,
2024-10-16 18:10:00,-80400.0,
2024-10-16 18:11:00,-80340.0,
2024-10-16 18:12:00,-80280.0,
2024-10-16 18:13:00,-80220.0,
2024-10-16 18:14:00,-80160.0,
2024-10-16 18:15:00,-80100.0,
2024-10-16 18:16:00,-80040.0,
2024-10-16 18:17:00,-79980.0,
2024-10-16 18:18:00,-79920.0,
2024-10-16 18:19:00,-79860.0,
2024-10-16 18:20:00,-79800.0,
2024-10-16 18:21:00,-79740.0,
2024-10-16 18:22:00,-79680.0,
2024-10-16 18:23:00,-79620.0,
2024-10-16 18:24:00,-79560.0,
2024-10-16 18:25:00,-79500.0,
2024-10-16 18:26:00,-79440.0,
2024-10-16 18:27:00,-79380.0,
2024-10-16 18:28:00,-79320.0,
2024-10-16 18:29:00,-79260.0,
2024-10-16 18:30:00,-79200.0,
2024-10-16 18:31:00,-79140.0,
2024-10-16 18:32:00,-79080.0,
2024-10-16 18:33:00,-79020.0,
2024-10-16 18:34:00,-78960.0,
2024-10-16 18:35:00,-78900.0,
2024-10-16 18:36:00,-78840.0,
2024-10-16 18:37:00,-78780.0,
2024-10-16 18:38:00,-78720.0,
2024-10-16 18:39:00,-78660.0,
2024-10-16 18:40:00,-78600.0,
2024-10-16 18:41:00,-78540.0,
2024-10-16 18:42:00,-78480.0,
2024-10-16 18:43:00,-78420.0,
2024-10-16 18:44:00,-78360.0,
2024-10-16 18:45:00,-78300.0,
2024-10-16 18:46:00,-78240.0,
2024-10-16 18:47:00,-78180.0,
2024-10-16 18:48:00,-78120.0,
2024-10-16 18:49:00,-78060.0,
2024-10-16 18:50:00,-78000.0,
2024-10-16 18:51:00,-77940.0,
2024-10-16 18:52:00,-77880.0,
2024-10-16 18:53:00,-77820.0,
2024-10-16 18:54:00,-77760.0,
2024-10-16 18:55:00,-77700.0,
2024-10-16 18:56:00,-77640.0,
2024-10-16 18:57:00,-77580.0,
2024-10-16 18:58:00,-77520.0,
2024-10-16 18:59:00,-77460.0,
2024-10-16 19:00:00,-77400.0,
2024-10-16 19:01:00,-77340.0,
2024-10-16 19:02:00,-77280.0,
2024-10-16 19:03:00,-77220.0,
2024-10-16 19:04:00,-77160.0,
2024-10-16 19:05:00,-77100.0,
2024-10-16 19:06:00,-77040.0,
2024-10-16 19:07:00,-76980.0,
2024-10-16 19:08:00,-76920.0,
2024-10-16 19:09:00,-76860.0,
2024-10-16 19:10:00,-76800.0,
2024-10-16 19:11:00,-76740.0,
2024-10-16 19:12:00,-76680.0,
2024-10-16 19:13:00,-76620.0,
2024-10-16 19:14:00,-76560.0,
2024-10-16 19:15:00,-76500.0,
2024-10-16 19:16:00,-76440.0,
2024-10-16 19:17:00,-76380.0,
2024-10-16 19:18:00,-76320.0,
2024-10-16 19:19:00,-76260.0,
2024-10-16 19:20:00,-76200.0,
2024-10-16 19:21:00,-76140.0,
2024-10-16 19:22:00,-76080.0,
2024-10-16 19:23:00,-76020.0,
2024-10-16 19:24:00,-75960.0,
2024-10-16 19:25:00,-75900.0,
2024-10-16 19:26:00,-75840.0,
2024-10-16 19:27:00,-75780.0,
2024-10-16 19:28:00,-75720.0,
2024-10-16 19:29:00,-75660.0,
2024-10-16 19:30:00,-75600.0,
2024-10-16 19:31:00,-75540.0,
2024-10-16 19:32:00,-75480.0,
2024-10-16 19:33:00,-75420.0,
2024-10-16 19:34:00,-75360.0,
2024-10-16 19:35:00,-75300.0,
2024-10-16 19:36:00,-75240.0,
2024-10-16 19:37:00,-75180.0,
2024-10-16 19:38:00,-75120.0,
2024-10-16 19:39:00,-75060.0,
2024-10-16 19:40:00,-75000.0,
2024-10-16 19:41:00,-74940.0,
2024-10-16 19:42:00,-74880.0,
2024-10-16 19:43:00,-74820.0,
2024-10-16 19:44:00,-74760.0,
2024-10-16 19:45:00,-74700.0,
2024-10-16 19:46:00,-74640.0,
2024-10-16 19:47:00,-74580.0,
2024-10-16 19:48:00,-74520.0,
2024-10-16 19:49:00,-74460.0,
2024-10-16 19:50:00,-74400.0,
2024-10-16 19:51:00,-74340.0,
2024-10-16 19:52:00,-74280.0,
2024-10-16 19:53:00,-74220.0,
2024-10-16 19:54:00,-74160.0,
2024-10-16 19:55:00,-74100.0,
2024-10-16 19:56:00,-74040.0,
2024-10-16 19:57:00,-73980.0,
2024-10-16 19:58:00,-73920.0,
2024-10-16 19:59:00,-73860.0,
2024-10-16 20:00:00,-73800.0,
2024-10-16 20:01:00,-73740.0,
2024-10-16 20:02:00,-73680.0,
2024-10-16 20:03:00,-73620.0,
2024-10-16 20:04:00,-73560.0,
2024-10-16 20:05:00,-73500.0,
2024-10-16 20:06:00,-73440.0,
2024-10-16 20:07:00,-73380.0,
2024-10-16 20:08:00,-73320.0,
2024-10-16 20:09:00,-73260.0,
2024-10-16 20:10:00,-73200.0,
2024-10-16 20:11:00,-73140.0,
2024-10-16 20:12:00,-73080.0,
2024-10-16 20:13:00,-73020.0,
2024-10-16 20:14:00,-72960.0,
2024-10-16 20:15:00,-72900.0,
2024-10-16 20:16:00,-72840.0,
2024-10-16 20:17:00,-72780.0,
2024-10-16 20:18:00,-72720.0,
2024-10-16 20:19:00,-72660.0,
2024-10-16 20:20:00,-72600.0,
2024-10-16 20:21:00,-72540.0,
2024-10-16 20:22:00,-72480.0,
2024-10-16 20:23:00,-72420.0,
2024-10-16 20:24:00,-72360.0,
2024-10-16 20:25:00,-72300.0,
2024-10-16 20:26:00,-72240.0,
2024-10-16 20:27:00,-72180.0,
2024-10-16 20:28:00,-72120.0,
2024-10-16 20:29:00,-72060.0,
2024-10-16 20:30:00,-72000.0,
2024-10-16 20:31:00,-71940.0,
2024-10-16 20:32:00,-71880.0,
2024-10-16 20:33:00,-71820.0,
2024-10-16 20:34:00,-71760.0,
2024-10-16 20:35:00,-71700.0,
2024-10-16 20:36:00,-71640.0,
2024-10-16 20:37:00,-71580.0,
2024-10-16 20:38:00,-71520.0,
2024-10-16 20:39:00,-71460.0,
2024-10-16 20:40:00,-71400.0,
2024-10-16 20:41:00,-71340.0,
2024-10-16 20:42:00,-71280.0,
2024-10-16 20:43:00,-71220.0,
2024-10-16 20:44:00,-71160.0,
2024-10-16 20:45:00,-71100.0,
2024-10-16 20:46:00,-71040.0,
2024-10-16 20:47:00,-70980.0,
2024-10-16 20:48:00,-70920.0,
2024-10-16 20:49:00,-70860.0,
2024-10-16 20:50:00,-70800.0,
2024-10-16 20:51:00,-70740.0,
2024-10-16 20:52:00,-70680.0,
2024-10-16 20:53:00,-70620.0,
2024-10-16 20:54:00,-70560.0,
2024-10-16 20:55:00,-70500.0,
2024-10-16 20:56:00,-70440.0,
2024-10-16 20:57:00,-70380.0,
2024-10-16 20:58:00,-70320.0,
2024-10-16 20:59:00,-70260.0,
2024-10-16 21:00:00,-70200.0,
2024-10-16 21:01:00,-70140.0,
2024-10-16 21:02:00,-70080.0,
2024-10-16 21:03:00,-70020.0,
2024-10-16 21:04:00,-69960.0,
2024-10-16 21:05:00,-69900.0,
2024-10-16 21:06:00,-69840.0,
2024-10-16 21:07:00,-69780.0,
2024-10-16 21:08:00,-69720.0,
2024-10-16 21:09:00,-69660.0,
2024-10-16 21:10:00,-69600.0,
2024-10-16 21:11:00,-69540.0,
2024-10-16 21:12:00,-69480.0,
2024-10-16 21:13:00,-69420.0,
2024-10-16 21:14:00,-69360.0,
2024-10-16 21:15:00,-69300.0,
2024-10-16 21:16:00,-69240.0,
2024-10-16 21:17:00,-69180.0,
2024-10-16 21:18:00,-69120.0,
2024-10-16 21:19:00,-69060.0,
2024-10-16 21:20:00,-69000.0,
2024-10-16 21:21:00,-68940.0,
2024-10-16 21:22:00,-68880.0,
2024-10-16 21:23:00,-68820.0,
2024-10-16 21:24:00,-68760.0,
2024-10-16 21:25:00,-68700.0,
2024-10-16 21:26:00,-68640.0,
2024-10-16 21:27:00,-68580.0,
2024-10-16 21:28:00,-68520.0,
2024-10-16 21:29:00,-68460.0,
2024-10-16 21:30:00,-68400.0,
2024-10-16 21:31:00,-68340.0,
2024-10-16 21:32:00,-68280.0,
2024-10-16 21:33:00,-68220.0,
2024-10-16 21:34:00,-68160.0,
2024-10-16 21:35:00,-68100.0,
2024-10-16 21:36:00,-68040.0,
2024-10-16 21:37:00,-67980.0,
2024-10-16 21:38:00,-67920.0,
2024-10-16 21:39:00,-67860.0,
2024-10-16 21:40:00,-67800.0,
2024-10-16 21:41:00,-67740.0,
2024-10-16 21:42:00,-67680.0,
2024-10-16 21:43:00,-67620.0,
2024-10-16 21:44:00,-67560.0,
2024-10-16 21:45:00,-67500.0,
2024-10-16 21:46:00,-67440.0,
2024-10-16 21:47:00,-67380.0,
2024-10-16 21:48:00,-67320.0,
2024-10-16 21:49:00,-67260.0,
2024-10-16 21:50:00,-67200.0,
2024-10-16 21:51:00,-67140.0,
2024-10-16 21:52:00,-67080.0,
2024-10-16 21:53:00,-67020.0,
2024-10-16 21:54:00,-66960.0,
2024-10-16 21:55:00,-66900.0,
2024-10-16 21:56:00,-66840.0,
2024-10-16 21:57:00,-66780.0,
2024-10-16 21:58:00,-66720.0,
2024-10-16 21:59:00,-66660.0,
2024-10-16 22:00:00,-66600.0,
2024-10-16 22:01:00,-66540.0,
2024-10-16 22:02:00,-66480.0,
2024-10-16 22:03:00,-66420.0,
2024-10-16 22:04:00,-66360.0,
2024-10-16 22:05:00,-66300.0,
2024-10-16 22:06:00,-66240.0,
2024-10-16 22:07:00,-66180.0,
2024-10-16 22:08:00,-66120.0,
2024-10-16 22:09:00,-66060.0,
2024-10-16 22:10:00,-66000.0,
2024-10-16 22:11:00,-65940.0,
2024-10-16 22:12:00,-65880.0,
2024-10-16 22:13:00,-65820.0,
2024-10-16 22:14:00,-65760.0,
2024-10-16 22:15:00,-65700.0,
2024-10-16 22:16:00,-65640.0,
2024-10-16 22:17:00,-65580.0,
2024-10-16 22:18:00,-65520.0,
2024-10-16 22:19:00,-65460.0,
2024-10-16 22:20:00,-65400.0,
2024-10-16 22:21:00,-65340.0,
2024-10-16 22:22:00,-65280.0,
2024-10-16 22:23:00,-65220.0,
2024-10-16 22:24:00,-65160.0,
2024-10-16 22:25:00,-65100.0,
2024-10-16 22:26:00,-65040.0,
2024-10-16 22:27:00,-64980.0,
2024-10-16 22:28:00,-64920.0,
2024-10-16 22:29:00,-64860.0,
2024-10-16 22:30:00,-64800.0,
2024-10-16 22:31:00,-64740.0,
2024-10-16 22:32:00,-64680.0,
2024-10-16 22:33:00,-64620.0,
2024-10-16 22:34:00,-64560.0,
2024-10-16 22:35:00,-64500.0,
2024-10-16 22:36:00,-64440.0,
2024-10-16 22:37:00,-64380.0,
2024-10-16 22:38:00,-64320.0,
2024-10-16 22:39:00,-64260.0,
2024-10-16 22:40:00,-64200.0,
2024-10-16 22:41:00,-64140.0,
2024-10-16 22:42:00,-64080.0,
2024-10-16 22:43:00,-64020.0,
2024-10-16 22:44:00,-63960.0,
2024-10-16 22:45:00,-63900.0,
2024-10-16 22:46:00,-63840.0,
2024-10-16 22:47:00,-63780.0,
2024-10-16 22:48:00,-63720.0,
2024-10-16 22:49:00,-63660.0,
2024-10-16 22:50:00,-63600.0,
2024-10-16 22:51:00,-63540.0,
2024-10-16 22:52:00,-63480.0,
2024-10-16 22:53:00,-63420.0,
2024-10-16 22:54:00,-63360.0,
2024-10-16 22:55:00,-63300.0,
2024-10-16 22:56:00,-63240.0,
2024-10-16 22:57:00,-63180.0,
2024-10-16 22:58:00,-63120.0,
2024-10-16 22:59:00,-63060.0,
2024-10-16 23:00:00,-63000.0,
2024-10-16 23:01:00,-62940.0,
2024-10-16 23:02:00,-62880.0,
2024-10-16 23:03:00,-62820.0,
2024-10-16 23:04:00,-62760.0,
2024-10-16 23:05:00,-62700.0,
2024-10-16 23:06:00,-62640.0,
2024-10-16 23:07:00,-62580.0,
2024-10-16 23:08:00,-62520.0,
2024-10-16 23:09:00,-62460.0,
2024-10-16 23:10:00,-62400.0,
2024-10-16 23:11:00,-62340.0,
2024-10-16 23:12:00,-62280.0,
2024-10-16 23:13:00,-62220.0,
2024-10-16 23:14:00,-62160.0,
2024-10-16 23:15:00,-62100.0,
2024-10-16 23:16:00,-62040.0,
2024-10-16 23:17:00,-61980.0,
2024-10-16 23:18:00,-61920.0,
2024-10-16 23:19:00,-61860.0,
2024-10-16 23:20:00,-61800.0,
2024-10-16 23:21:00,-61740.0,
2024-10-16 23:22:00,-61680.0,
2024-10-16 23:23:00,-61620.0,
2024-10-16 23:24:00,-61560.0,
2024-10-16 23:25:00,-61500.0,
2024-10-16 23:26:00,-61440.0,
2024-10-16 23:27:00,-61380.0,
2024-10-16 23:28:00,-61320.0,
2024-10-16 23:29:00,-61260.0,
2024-10-16 23:30:00,-61200.0,
2024-10-16 23:31:00,-61140.0,
2024-10-16 23:32:00,-61080.0,
2024-10-16 23:33:00,-61020.0,
2024-10-16 23:34:00,-60960.0,
2024-10-16 23:35:00,-60900.0,
2024-10-16 23:36:00,-60840.0,
2024-10-16 23:37:00,-60780.0,
2024-10-16 23:38:00,-60720.0,
2024-10-16 23:39:00,-60660.0,
2024-10-16 23:40:00,-60600.0,
2024-10-16 23:41:00,-60540.0,
2024-10-16 23:42:00,-60480.0,
2024-10-16 23:43:00,-60420.0,
2024-10-16 23:44:00,-60360.0,
2024-10-16 23:45:00,-60300.0,
2024-10-16 23:46:00,-60240.0,
2024-10-16 23:47:00,-60180.0,
2024-10-16 23:48:00,-60120.0,
2024-10-16 23:49:00,-60060.0,
2024-10-16 23:50:00,-60000.0,
2024-10-16 23:51:00,-59940.0,
2024-10-16 23:52:00,-59880.0,
2024-10-16 23:53:00,-59820.0,
2024-10-16 23:54:00,-59760.0,
2024-10-16 23:55:00,-59700.0,
2024-10-16 23:56:00,-59640.0,
2024-10-16 23:57:00,-59580.0,
2024-10-16 23:58:00,-59520.0,
2024-10-16 23:59:00,-59460.0,
2024-10-17 00:00:00,-59400.0,
2024-10-17 00:01:00,-59340.0,
2024-10-17 00:02:00,-59280.0,
2024-10-17 00:03:00,-59220.0,
2024-10-17 00:04:00,-59160.0,
2024-10-17 00:05:00,-59100.0,
2024-10-17 00:06:00,-59040.0,
2024-10-17 00:07:00,-58980.0,
2024-10-17 00:08:00,-58920.0,
2024-10-17 00:09:00,-58860.0,
2024-10-17 00:10:00,-58800.0,
2024-10-17 00:11:00,-58740.0,
2024-10-17 00:12:00,-58680.0,
2024-10-17 00:13:00,-58620.0,
2024-10-17 00:14:00,-58560.0,
2024-10-17 00:15:00,-58500.0,
2024-10-17 00:16:00,-58440.0,
2024-10-17 00:17:00,-58380.0,
2024-10-17 00:18:00,-58320.0,
2024-10-17 00:19:00,-58260.0,
2024-10-17 00:20:00,-58200.0,
2024-10-17 00:21:00,-58140.0,
2024-10-17 00:22:00,-58080.0,
2024-10-17 00:23:00,-58020.0,
2024-10-17 00:24:00,-57960.0,
2024-10-17 00:25:00,-57900.0,
2024-10-17 00:26:00,-57840.0,
2024-10-17 00:27:00,-57780.0,
2024-10-17 00:28:00,-57720.0,
2024-10-17 00:29:00,-57660.0,
2024-10-17 00:30:00,-57600.0,
2024-10-17 00:31:00,-57540.0,
2024-10-17 00:32:00,-57480.0,
2024-10-17 00:33:00,-57420.0,
2024-10-17 00:34:00,-57360.0,
2024-10-17 00:35:00,-57300.0,
2024-10-17 00:36:00,-57240.0,
2024-10-17 00:37:00,-57180.0,
2024-10-17 00:38:00,-57120.0,
2024-10-17 00:39:00,-57060.0,
2024-10-17 00:40:00,-57000.0,
2024-10-17 00:41:00,-56940.0,
2024-10-17 00:42:00,-56880.0,
2024-10-17 00:43:00,-56820.0,
2024-10-17 00:44:00,-56760.0,
2024-10-17 00:45:00,-56700.0,
2024-10-17 00:46:00,-56640.0,
2024-10-17 00:47:00,-56580.0,
2024-10-17 00:48:00,-56520.0,
2024-10-17 00:49:00,-56460.0,
2024-10-17 00:50:00,-56400.0,
2024-10-17 00:51:00,-56340.0,
2024-10-17 00:52:00,-56280.0,
2024-10-17 00:53:00,-56220.0,
2024-10-17 00:54:00,-56160.0,
2024-10-17 00:55:00,-56100.0,
2024-10-17 00:56:00,-56040.0,
2024-10-17 00:57:00,-55980.0,
2024-10-17 00:58:00,-55920.0,
2024-10-17 00:59:00,-55860.0,
2024-10-17 01:00:00,-55800.0,
2024-10-17 01:01:00,-55740.0,
2024-10-17 01:02:00,-55680.0,
2024-10-17 01:03:00,-55620.0,
2024-10-17 01:04:00,-55560.0,
2024-10-17 01:05:00,-55500.0,
2024-10-17 01:06:00,-55440.0,
2024-10-17 01:07:00,-55380.0,
2024-10-17 01:08:00,-55320.0,
2024-10-17 01:09:00,-55260.0,
2024-10-17 01:10:00,-55200.0,
2024-10-17 01:11:00,-55140.0,
2024-10-17 01:12:00,-55080.0,
2024-10-17 01:13:00,-55020.0,
2024-10-17 01:14:00,-54960.0,
2024-10-17 01:15:00,-54900.0,
2024-10-17 01:16:00,-54840.0,
2024-10-17 01:17:00,-54780.0,
2024-10-17 01:18:00,-54720.0,
2024-10-17 01:19:00,-54660.0,
2024-10-17 01:20:00,-54600.0,
2024-10-17 01:21:00,-54540.0,
2024-10-17 01:22:00,-54480.0,
2024-10-17 01:23:00,-54420.0,
2024-10-17 01:24:00,-54360.0,
2024-10-17 01:25:00,-54300.0,
2024-10-17 01:26:00,-54240.0,
2024-10-17 01:27:00,-54180.0,
2024-10-17 01:28:00,-54120.0,
2024-10-17 01:29:00,-54060.0,
2024-10-17 01:30:00,-54000.0,
2024-10-17 01:31:00,-53940.0,
2024-10-17 01:32:00,-53880.0,
2024-10-17 01:33:00,-53820.0,
2024-10-17 01:34:00,-53760.0,
2024-10-17 01:35:00,-53700.0,
2024-10-17 01:36:00,-53640.0,
2024-10-17 01:37:00,-53580.0,
2024-10-17 01:38:00,-53520.0,
2024-10-17 01:39:00,-53460.0,
2024-10-17 01:40:00,-53400.0,
2024-10-17 01:41:00,-53340.0,
2024-10-17 01:42:00,-53280.0,
2024-10-17 01:43:00,-53220.0,
2024-10-17 01:44:00,-53160.0,
2024-10-17 01:45:00,-53100.0,
2024-10-17 01:46:00,-53040.0,
2024-10-17 01:47:00,-52980.0,
2024-10-17 01:48:00,-52920.0,
2024-10-17 01:49:00,-52860.0,
2024-10-17 01:50:00,-52800.0,
2024-10-17 01:51:00,-52740.0,
2024-10-17 01:52:00,-52680.0,
2024-10-17 01:53:00,-52620.0,
2024-10-17 01:54:00,-52560.0,
2024-10-17 01:55:00,-52500.0,
2024-10-17 01:56:00,-52440.0,
2024-10-17 01:57:00,-52380.0,
2024-10-17 01:58:00,-52320.0,
2024-10-17 01:59:00,-52260.0,
2024-10-17 02:00:00,-52200.0,
2024-10-17 02:01:00,-52140.0,
2024-10-17 02:02:00,-52080.0,
2024-10-17 02:03:00,-52020.0,
2024-10-17 02:04:00,-51960.0,
2024-10-17 02:05:00,-51900.0,
2024-10-17 02:06:00,-51840.0,
2024-10-17 02:07:00,-51780.0,
2024-10-17 02:08:00,-51720.0,
2024-10-17 02:09:00,-51660.0,
2024-10-17 02:10:00,-51600.0,
2024-10-17 02:11:00,-51540.0,
2024-10-17 02:12:00,-51480.0,
2024-10-17 02:13:00,-51420.0,
2024-10-17 02:14:00,-51360.0,
2024-10-17 02:15:00,-51300.0,
2024-10-17 02:16:00,-51240.0,
2024-10-17 02:17:00,-51180.0,
2024-10-17 02:18:00,-51120.0,
2024-10-17 02:19:00,-51060.0,
2024-10-17 02:20:00,-51000.0,
2024-10-17 02:21:00,-50940.0,
2024-10-17 02:22:00,-50880.0,
2024-10-17 02:23:00,-50820.0,
2024-10-17 02:24:00,-50760.0,
2024-10-17 02:25:00,-50700.0,
2024-10-17 02:26:00,-50640.0,
2024-10-17 02:27:00,-50580.0,
2024-10-17 02:28:00,-50520.0,
2024-10-17 02:29:00,-50460.0,
2024-10-17 02:30:00,-50400.0,
2024-10-17 02:31:00,-50340.0,
2024-10-17 02:32:00,-50280.0,
2024-10-17 02:33:00,-50220.0,
2024-10-17 02:34:00,-50160.0,
2024-10-17 02:35:00,-50100.0,
2024-10-17 02:36:00,-50040.0,
2024-10-17 02:37:00,-49980.0,
2024-10-17 02:38:00,-49920.0,
2024-10-17 02:39:00,-49860.0,
2024-10-17 02:40:00,-49800.0,
2024-10-17 02:41:00,-49740.0,
2024-10-17 02:42:00,-49680.0,
2024-10-17 02:43:00,-49620.0,
2024-10-17 02:44:00,-49560.0,
2024-10-17 02:45:00,-49500.0,
2024-10-17 02:46:00,-49440.0,
2024-10-17 02:47:00,-49380.0,
2024-10-17 02:48:00,-49320.0,
2024-10-17 02:49:00,-49260.0,
2024-10-17 02:50:00,-49200.0,
2024-10-17 02:51:00,-49140.0,
2024-10-17 02:52:00,-49080.0,
2024-10-17 02:53:00,-49020.0,
2024-10-17 02:54:00,-48960.0,
2024-10-17 02:55:00,-48900.0,
2024-10-17 02:56:00,-48840.0,
2024-10-17 02:57:00,-48780.0,
2024-10-17 02:58:00,-48720.0,
2024-10-17 02:59:00,-48660.0,
2024-10-17 03:00:00,-48600.0,
2024-10-17 03:01:00,-48540.0,
2024-10-17 03:02:00,-48480.0,
2024-10-17 03:03:00,-48420.0,
2024-10-17 03:04:00,-48360.0,
2024-10-17 03:05:00,-48300.0,
2024-10-17 03:06:00,-48240.0,
2024-10-17 03:07:00,-48180.0,
2024-10-17 03:08:00,-48120.0,
2024-10-17 03:09:00,-48060.0,
2024-10-17 03:10:00,-48000.0,
2024-10-17 03:11:00,-47940.0,
2024-10-17 03:12:00,-47880.0,
2024-10-17 03:13:00,-47820.0,
2024-10-17 03:14:00,-47760.0,
2024-10-17 03:15:00,-47700.0,
2024-10-17 03:16:00,-47640.0,
2024-10-17 03:17:00,-47580.0,
2024-10-17 03:18:00,-47520.0,
2024-10-17 03:19:00,-47460.0,
2024-10-17 03:20:00,-47400.0,
2024-10-17 03:21:00,-47340.0,
2024-10-17 03:22:00,-47280.0,
2024-10-17 03:23:00,-47220.0,
2024-10-17 03:24:00,-47160.0,
2024-10-17 03:25:00,-47100.0,
2024-10-17 03:26:00,-47040.0,
2024-10-17 03:27:00,-46980.0,
2024-10-17 03:28:00,-46920.0,
2024-10-17 03:29:00,-46860.0,
2024-10-17 03:30:00,-46800.0,
2024-10-17 03:31:00,-46740.0,
2024-10-17 03:32:00,-46680.0,
2024-10-17 03:33:00,-46620.0,
2024-10-17 03:34:00,-46560.0,
2024-10-17 03:35:00,-46500.0,
2024-10-17 03:36:00,-46440.0,
2024-10-17 03:37:00,-46380.0,
2024-10-17 03:38:00,-46320.0,
2024-10-17 03:39:00,-46260.0,
2024-10-17 03:40:00,-46200.0,
2024-10-17 03:41:00,-46140.0,
2024-10-17 03:42:00,-46080.0,
2024-10-17 03:43:00,-46020.0,
2024-10-17 03:44:00,-45960.0,
2024-10-17 03:45:00,-45900.0,
2024-10-17 03:46:00,-45840.0,
2024-10-17 03:47:00,-45780.0,
2024-10-17 03:48:00,-45720.0,
2024-10-17 03:49:00,-45660.0,
2024-10-17 03:50:00,-45600.0,
2024-10-17 03:51:00,-45540.0,
2024-10-17 03:52:00,-45480.0,
2024-10-17 03:53:00,-45420.0,
2024-10-17 03:54:00,-45360.0,
2024-10-17 03:55:00,-45300.0,
2024-10-17 03:56:00,-45240.0,
2024-10-17 03:57:00,-45180.0,
2024-10-17 03:58:00,-45120.0,
2024-10-17 03:59:00,-45060.0,
2024-10-17 04:00:00,-45000.0,
2024-10-17 04:01:00,-44940.0,
2024-10-17 04:02:00,-44880.0,
2024-10-17 04:03:00,-44820.0,
2024-10-17 04:04:00,-44760.0,
2024-10-17 04:05:00,-44700.0,
2024-10-17 04:06:00,-44640.0,
2024-10-17 04:07:00,-44580.0,
2024-10-17 04:08:00,-44520.0,
2024-10-17 04:09:00,-44460.0,
2024-10-17 04:10:00,-44400.0,
2024-10-17 04:11:00,-44340.0,
2024-10-17 04:12:00,-44280.0,
2024-10-17 04:13:00,-44220.0,
2024-10-17 04:14:00,-44160.0,
2024-10-17 04:15:00,-44100.0,
2024-10-17 04:16:00,-44040.0,
2024-10-17 04:17:00,-43980.0,
2024-10-17 04:18:00,-43920.0,
2024-10-17 04:19:00,-43860.0,
2024-10-17 04:20:00,-43800.0,
2024-10-17 04:21:00,-43740.0,
2024-10-17 04:22:00,-43680.0,
2024-10-17 04:23:00,-43620.0,
2024-10-17 04:24:00,-43560.0,
2024-10-17 04:25:00,-43500.0,
2024-10-17 04:26:00,-43440.0,
2024-10-17 04:27:00,-43380.0,
2024-10-17 04:28:00,-43320.0,
2024-10-17 04:29:00,-43260.0,
2024-10-17 04:30:00,-43200.0,
2024-10-17 04:31:00,-43140.0,
2024-10-17 04:32:00,-43080.0,
2024-10-17 04:33:00,-43020.0,
2024-10-17 04:34:00,-42960.0,
2024-10-17 04:35:00,-42900.0,
2024-10-17 04:36:00,-42840.0,
2024-10-17 04:37:00,-42780.0,
2024-10-17 04:38:00,-42720.0,
2024-10-17 04:39:00,-42660.0,
2024-10-17 04:40:00,-42600.0,
