time (s),datetime,spacing (m),avg Rho-a (Ohm-m),std Rho-a (Ohm-m),avg dRho-a (Ohm-m),std dRho-a (Ohm-m),rel avg (%),rel std (%),residual,rel residual (%)
44160,2024-10-18 04:46:00,1.5,14.120433333333335,0.5625691384670471,-0.5050333333333332,0.09259668820571594,-3.4589654108011665,0.6500334904340166,0.43220740740740815,0.5645931572930378
44160,2024-10-18 04:46:00,1.75,13.909311111111112,0.5095061867347516,-0.45192222222222217,0.19792364284001462,-3.132690424406909,1.2990523304176822,0.4384790123456788,1.1338512744151574
44160,2024-10-18 04:46:00,2.0,13.7448875,0.3649925630663593,-0.3402249999999998,0.08105061304518346,-2.4246760512590635,0.6074028259154626,0.2879093750000008,0.43224370432957315
51360,2024-10-18 06:46:00,0.25,13.5169,0.6269720219943122,-1.9544999999999997,0.16762288301151157,-12.62572605752891,0.8058589720782635,0.5605272727272727,0.6696786128373211
51360,2024-10-18 06:46:00,0.5,15.818879999999998,0.8136066135424416,-1.7259099999999996,0.13802004528328563,-9.846295471606556,0.7773497010784823,0.6874919999999991,0.5502019894069262
51360,2024-10-18 06:46:00,0.75,15.80965,0.6347717420459104,-1.3055599999999994,0.28138792866787987,-7.626451012879936,1.6034093436132526,0.56349,1.1682509652875561
51360,2024-10-18 06:46:00,1.0,15.121709999999998,0.6952061772596673,-0.8698800000000005,0.15638794582703613,-5.442662889279463,0.9764562173120812,0.61677,0.7832615013290523
51360,2024-10-18 06:46:00,1.25,14.629966666666665,0.6951704187543593,-0.6298222222222231,0.07968395597299459,-4.128828600099121,0.4983061000880142,0.6231185185185184,0.41311550793993673
51360,2024-10-18 06:46:00,1.5,14.139888888888887,0.5768546349614808,-0.48557777777777744,0.1095046196669116,-3.3287367611416125,0.7807285523207736,0.4377604938271593,0.7117132069466131
51360,2024-10-18 06:46:00,1.75,13.936244444444444,0.5030018579844439,-0.424988888888889,0.19278740417847978,-2.9441484643431437,1.2525013084438412,0.424182716049383,1.070493224273018
51360,2024-10-18 06:46:00,2.0,13.7678625,0.34902447957664806,-0.3172499999999996,0.07240233076358815,-2.2589711236579504,0.5389331345510575,0.27975312500000005,0.4845039080693054
58560,2024-10-18 08:46:00,0.25,13.466054545454547,0.639477743394968,-2.0053454545454543,0.16362133314808636,-12.958625246983898,0.829122237420075,0.5713504132231406,0.679990648006476
58560,2024-10-18 08:46:00,0.5,15.816149999999999,0.8225437413900857,-1.7286399999999997,0.16023332487344874,-9.86317914937886,0.9237544937138791,0.6974099999999996,0.6692866925282142
58560,2024-10-18 08:46:00,0.75,15.855459999999999,0.6261391749443567,-1.25975,0.2889351735251348,-7.3558767794593365,1.63618418508906,0.5505799999999997,1.0938964782358085
58560,2024-10-18 08:46:00,1.0,15.14939,0.7100755937926609,-0.8422000000000006,0.1675182557215777,-5.272788328964882,1.0641730127359896,0.6271119999999998,0.8341398964457434
58560,2024-10-18 08:46:00,1.25,14.665933333333335,0.6894615451366538,-0.5938555555555559,0.09555744184184725,-3.890505641299729,0.587604040572319,0.6125259259259261,0.5113575843844708
58560,2024-10-18 08:46:00,1.5,14.156066666666668,0.5809504281778264,-0.4693999999999999,0.12484789857173259,-3.218255067107281,0.8862325420994734,0.4385333333333335,0.7400507064071415
58560,2024-10-18 08:46:00,1.75,13.970277777777778,0.5237242357020807,-0.3909555555555553,0.19488146318046298,-2.711748655014047,1.2872123993844697,0.4498641975308644,1.1266272732714113
