datetime,time (s),sigma_w (S/m)
2024-10-15 11:00:00,-191400.0,0.5251
2024-10-15 14:00:00,-180600.0,0.7095
2024-10-18 09:00:00,60600.0,0.6741
2024-10-21 09:00:00,319800.0,0.7031
2024-10-23 09:00:00,492600.0,0.7349
2024-10-25 09:00:00,665400.0,0.7672
2024-10-28 10:00:00,928200.0,0.7939
2024-10-28 11:30:00,933600.0,0.7765
2024-10-30 09:45:00,1100100.0,0.417
