T0
0
11
2
Type of measurement (0=app.resistivity,1=resistance)
1
335
2
0
2	0	0	0	1	2.4491432116097

2	0	2	0	5.25	0.781004554185185

2	0	2	0	4	1.12629412030719

2	0	3.5	0	2.25	1.88398517403038

2	0	7	0	3	0.583501446528189

2	0	1	0	2.5	1.52558040540778

2	0	0	0	6.75	0.412579160297362

2	0	2.75	0	3	9.37993707978938

2	0	5	0	1	0.645037546140246

2	0	0.5	0	2.75	0.776764920849263

2	0	6.75	0	7	9.66767931614641

2	0	2	0	0.75	1.82794118931503

2	0	3	0	6	0.811417298460318

2	0	3	0	4.75	1.30202889994262

2	0	1	0	7.75	0.400617100570618

2	0	1	0	6.5	0.535521277926669

2	0	6	0	5.5	5.88898108500321

2	0	6	0	4.25	1.36712753756785

2	0	5	0	2.75	0.97626735106101

2	0	1	0	0.5	5.54877081671447

2	0	4	0	0.75	0.70939663418383

2	0	7.75	0	3.25	0.494390969271482

2	0	2.75	0	0.5	0.776865340698703

2	0	1.25	0	6.5	0.539929066619682

2	0	6	0	0.5	0.591126779628237

2	0	4	0	2.75	1.88448053139892

2	0	0	0	0.25	9.36015707557172

2	0	2	0	3.25	1.89364970476986

2	0	7	0	1.75	0.518954048378694

2	0	0	0	6	0.524335900099251

2	0	0	0	4.75	0.532191479043228

2	0	7.25	0	0.5	0.597947886139142

2	0	5	0	0.25	0.523910127950071

2	0	5	0	6.75	1.43300134718947

2	0	3	0	2.25	3.67881670951523

2	0	2	0	0	1.45669975583102

2	0	6.5	0	7.25	3.5948952553467

2	0	7.75	0	7.25	5.50497429266752

2	0	7.5	0	0.25	0.416022936418177

2	0	0.75	0	1	9.57655621538246

2	0	5.5	0	2.25	1.0264270029492

2	0	4	0	6.75	0.8604825508905

2	0	3	0	5.25	1.01728381831678

2	0	3	0	4	2.53829508718368

2	0	2	0	7.25	0.547780628259489

2	0	7	0	7.5	5.23169492707764

2	0	7	0	6.25	3.68322461952507

2	0	1	0	5.75	0.533379039186196

2	0	1	0	4.5	0.710543223439558

2	0	6	0	3.5	0.894800353825966

2	0	4	0	0	0.619520395079743

2	0	7.75	0	2.5	0.463500158626493

2	0	2	0	2.5	5.31683985845312

2	0	7	0	1	0.468836257867707

2	0	0	0	5.25	0.52378260263428

2	0	0	0	4	0.618575113147268

2	0	7.75	0	1.75	0.412984299624853

2	0	5	0	6	2.69199556681593

2	0	5	0	4.75	9.65409965461677

2	0	3	0	1.5	1.48562753620328

2	0	7.75	0	6.5	1.96964054535152

2	0	2.25	0	5.5	0.86851216670375

2	0	3	0	1.25	0.537018421437082

2	0	4	0	6	1.16700441159181

2	0	4	0	4.75	3.81037135441605

2	0	0	0	2.25	1.14686532613458

2	0	3.25	0	2	1.85603112385187

2	0	3	0	3.25	9.43172367324666

2	0	2	0	7.75	0.450518179474195

2	0	2	0	6.5	0.564775176446533

2	0	7	0	5.5	1.60543456836309

2	0	7	0	4.25	0.824795757046123

2	0	1	0	5	0.656797111159814

2	0	1	0	3.75	0.829565245961028

2	0	6	0	2.75	0.722474869488975

2	0	5	0	2.25	0.818298277459752

2	0	7	0	0.25	0.397869798962387

2	0	0	0	3.25	0.708984718949687

2	0	3	0	7.25	0.656406738919104

2	0	6	0	6.75	3.93174475203731

2	0	3.75	0	4	10.5106058063115

2	0	7.75	0	1	0.377057461559288

2	0	5	0	5.25	9.79287610867339

2	0	5	0	4	2.63637984362166

2	0	3	0	0.75	0.973321274119299

2	0	1	0	1.75	3.46766958857568

2	0	4	0	2	1.10978503544369

2	0	7.75	0	5.75	1.13185659512998

2	0	7.75	0	4.5	0.675242829201032

2	0	2.25	0	3.5	1.88846296831214

2	0	0.25	0	7.5	0.393384426832369

2	0	6	0	1.75	0.696190641990707

2	0	4	0	5.25	2.02224462357606

2	0	0	0	1.5	1.49162633492627

2	0	3	0	2.5	5.37767987070465

2	0	2	0	5.75	0.65439382027687

2	0	2	0	4.5	0.91537386560214

2	0	7	0	3.5	0.646681573395156

2	0	1	0	3	1.09459951807432

2	0	0	0	7.25	0.419844239580055

2	0	5	0	1.5	0.669574578926478

2	0	2	0	1.25	3.35404081112296

2	0	1.5	0	0.25	1.8637476016341

2	0	0	0	2.5	0.911253894724879

2	0	6.25	0	1.5	0.614310148545505

2	0	7.25	0	6.5	3.64812294433626

2	0	3	0	7.75	0.512763281357312

2	0	3	0	6.5	0.705594792562836

2	0	1	0	7	0.466394865383057

2	0	6	0	4.75	2.06892967657396

2	0	7.75	0	0.25	0.333920840354591

2	0	5	0	3.25	1.27762574184464

2	0	3	0	0	0.851877502240368

2	0	3.5	0	4.25	3.70495533092292

2	0	4	0	1.25	0.828362293910296

2	0	7.75	0	5	0.801367204420255

2	0	7.75	0	3.75	0.557832894392373

2	0	1.25	0	3	1.06638081743464

2	0	6	0	1	0.591788548687273

2	0	4	0	3.25	3.65540199473442

2	0	0	0	0.75	3.52977503604982

2	0	3.5	0	3.75	7.29162136228213

2	0	2	0	5	0.784335451634778

2	0	2	0	3.75	1.39421493139274

2	0	7	0	2.75	0.554400723188451

2	0	7	0	2.25	0.512988452515479

2	0	0	0	7.75	0.359133942171886

2	0	0	0	6.5	0.423905173639635

2	0	5	0	0.75	0.616784378512391

2	0	5	0	7.25	1.13271415067601

2	0	5.75	0	4	1.33245038850243

2	0	4.5	0	5.25	3.68046393081547

2	0	2.75	0	3.5	3.61649957202461

2	0	2	0	0.5	1.49903994491754

2	0	0.5	0	7.25	0.517703136651633

2	0	4	0	7.25	0.776169683216818

2	0	3	0	5.75	0.817460676015844

2	0	3	0	4.5	1.52829171001745

2	0	7	0	6.75	9.59802194250627

2	0	1	0	7.5	0.429958964700928

2	0	1	0	6.25	0.561095188439661

2	0	6	0	5.25	3.77439623020242

2	0	6	0	4	1.14721872744174

2	0	5	0	2.5	0.999812925456721

2	0	1	0	0.25	3.5404355122593

2	0	4	0	0.5	0.68093173617521

2	0	7.75	0	3	0.475706919054589

2	0	6	0	0.25	0.474797198303874

2	0	5.25	0	2.5	1.60248394308114

2	0	4	0	2.5	1.53257958640373

2	0	2	0	3	2.50728704594921

2	0	7	0	1.5	0.482442696783216

2	0	0	0	5.75	0.469718809133606

2	0	0	0	4.5	0.545470557463976

2	0	5	0	0	0.512305602255789

2	0	7.75	0	2.25	0.424260409769324

2	0	5	0	7.75	0.845724793723347

2	0	5	0	6.5	1.67706887240051

2	0	3	0	2	2.48972443663327

2	0	4.5	0	3.25	1.96411181380675

2	0	7.75	0	7	3.58882381020867

2	0	5.5	0	4.25	2.04696318229106

2	0	6.75	0	1	0.517917647473038

2	0	4.25	0	5.5	2.04461355502465

2	0	4	0	7.75	0.630076405650489

2	0	4	0	6.5	0.932500168558622

2	0	3	0	5	1.1239871293677

2	0	3	0	3.75	3.49829759786799

2	0	2	0	7	0.517145071601597

2	0	7	0	6	2.65563394015337

2	0	7	0	4.75	1.01850204733126

2	0	1	0	5.5	0.652448689356428

2	0	1	0	4.25	0.73879628440812

2	0	6	0	3.25	0.842942131246348

2	0	0.25	0	1.5	1.84041356684725

2	0	7	0	0.75	0.444326766394549

2	0	0	0	5	0.517963437172375

2	0	0	0	3.75	0.658466762132387

2	0	7.5	0	6.25	1.974784679981

2	0	6.25	0	7.5	1.9734788182922

2	0	6	0	7.25	2.24179854322594

2	0	7.75	0	1.5	0.386455858260558

2	0	5	0	5.75	3.75738479049665

2	0	5	0	4.5	5.54237598255554

2	0	3	0	1.25	1.25861176922424

2	0	1	0	2.25	1.81874201336434

2	0	0.5	0	1.25	3.65559843860311

2	0	2.5	0	5.25	0.975098114457391

2	0	7.75	0	7.5	10.3392778348814

2	0	7.75	0	6.25	1.58814960052144

2	0	4.25	0	3.5	3.7285464916484

2	0	6	0	2.25	0.657577723785533

2	0	5.25	0	4.5	3.7173191740852

2	0	4	0	5.75	1.33391576163914

2	0	4	0	4.5	6.02150503216539

2	0	0	0	2	1.5817829368082

2	0	2	0	7.5	0.516818014619735

2	0	2	0	6.25	0.599485425166761

2	0	7	0	5.25	1.33778610529815

2	0	7	0	4	0.755455459531613

2	0	1	0	3.5	0.863281342745945

2	0	6	0	2.5	0.817336145383578

2	0	3.75	0	2	1.35473434673225

2	0	5	0	2	0.778526898504435

2	0	2	0	1.75	9.22661360512272

2	0	7	0	0	0.399158388880082

2	0	0	0	3	0.863337892908558

2	0	3	0	7	0.60734614055872

2	0	6	0	7.75	1.39232510401845

2	0	6	0	6.5	6.08311361211603

2	0	7.75	0	0.75	0.363390248475059

2	0	5	0	3.75	1.97420772443851

2	0	3	0	0.5	0.898366460914825

2	0	1	0	1.5	5.42299380130784

2	0	2	0	3.25	1.80981872950452

2	0	4	0	1.75	0.986341655910815

2	0	2.5	0	3.25	3.47757111034381

2	0	7.75	0	5.5	1.00206019525241

2	0	7.75	0	4.25	0.636619753772286

2	0	6	0	1.5	0.571528723417466

2	0	4	0	5	2.64680918878961

2	0	4	0	3.75	10.3586287796294

2	0	0	0	1.25	1.84055738652527

2	0	2	0	5.5	1.17199850424479

2	0	2	0	4.25	1.04872440864627

2	0	7	0	3.25	0.614253263109624

2	0	1	0	2.75	1.23861887040727

2	0	0	0	7	0.407122542724915

2	0	5	0	1.25	0.719433946913757

2	0	2	0	1	2.37244588422002

2	0	3	0	7.5	0.558079746879103

2	0	3	0	6.25	0.75212192141731

2	0	7	0	7.25	8.85827823933575

2	0	1	0	6.75	0.529450994924722

2	0	6	0	5.75	10.204527261009

2	0	6	0	4.5	1.63000839727969

2	0	7.75	0	0	0.334319562420656

2	0	5	0	3	1.10766933554382

2	0	1	0	0.75	9.56236431620319

2	0	5.75	0	2	0.67370695873013

2	0	4	0	1	0.747025349948765

2	0	7.75	0	3.5	0.522225289685979

2	0	6	0	0.75	0.555456608552818

2	0	4	0	3	2.4986845760326

2	0	0	0	0.5	5.31640387540309

2	0	3.5	0	2.75	3.70281121201409

2	0	2	0	3.5	1.55261083372496

2	0	7	0	2.5	0.564421658493503

2	0	7	0	2	0.504864493859377

2	0	0	0	7.5	0.385963646644106

2	0	0	0	6.25	0.440790720551072

2	0	5	0	0.5	0.62509687390646

2	0	1.25	0	0.5	3.56224772932544

2	0	5	0	7	1.18140764531646

2	0	2	0	0.25	1.32279509590379

2	0	4	0	7	0.786083606226919

2	0	3	0	5.5	0.967311552649851

2	0	3	0	4.25	1.92312452242609

2	0	7	0	7.75	3.64533544968443

2	0	7	0	6.5	5.63278194262061

2	0	1	0	6	0.596337483621887

2	0	1	0	4.75	0.719152169883629

2	0	4.75	0	5	9.72397293060568

2	0	6	0	5	2.69109028140922

2	0	6	0	3.75	1.035439662142

2	0	1	0	0	2.44603379502093

2	0	0.75	0	7	0.439435951964152

2	0	4	0	0.25	0.612341235650744

2	0	7.75	0	2.75	0.463047600777318

2	0	6	0	0	0.510026252186452

2	0	2	0	2.75	3.60312903022477

2	0	7	0	1.25	0.501784974665014

2	0	0	0	5.5	0.782096059353254

2	0	0	0	4.25	0.57102086866965

0
0
0
0
0
0
0
0
