datetime,time (s),T_in (degC),T_out (degC),V_geo (L/s),V_saig (L/s),Q (W)
2024-10-15 06:33:35,-2.9710139103223594e-05,13.872820854187,13.9664106369019,0.0,0.0,0.0
2024-10-15 06:34:35,-2.9702101551783263e-05,13.8676919937134,13.9561538696289,0.0,0.0,0.0
2024-10-15 06:35:35,-2.969406400034294e-05,13.8702564239502,13.9612817764282,0.0,0.0,0.0
2024-10-15 06:36:35,-2.9686026448902608e-05,13.8625640869141,13.9561538696289,0.0,0.0,0.0
2024-10-15 06:37:35,-2.967798889746228e-05,13.8702564239502,13.9587182998657,0.0,0.0,0.0
2024-10-15 06:38:35,-2.9669951346021946e-05,13.8702564239502,13.9561538696289,0.0,0.0,0.0
2024-10-15 06:39:35,-2.9661913794581615e-05,13.8651285171509,13.9587182998657,0.0,0.0,0.0
2024-10-15 06:40:35,-2.965387624314129e-05,13.8523073196411,13.945897102356,0.0,0.0,0.0
2024-10-15 06:41:35,-2.964583869170096e-05,13.8599996566772,13.9510259628296,0.0,0.0,0.0
2024-10-15 06:42:35,-2.9637801140260632e-05,13.8497438430786,13.9407691955566,0.0,0.0,0.0
2024-10-15 06:43:35,-2.9629763588820304e-05,13.8471794128418,13.9356412887573,0.0,0.0,0.0
2024-10-15 06:44:35,-2.9621726037379973e-05,13.8394870758057,13.9535894393921,0.0,0.0,0.0
2024-10-15 06:45:35,-2.9613688485939645e-05,13.8369226455688,13.9330768585205,0.0,0.0,0.0
2024-10-15 06:46:35,-2.960565093449931e-05,13.8292303085327,13.9484615325928,0.0,0.0,0.0
2024-10-15 06:47:35,-2.9597613383058983e-05,13.8317947387695,13.9279489517212,0.0,0.0,0.0
2024-10-15 06:48:35,-2.9589575831618656e-05,13.8266668319702,13.9382047653198,0.0,0.0,0.0
2024-10-15 06:49:35,-2.9581538280178328e-05,13.8241024017334,13.9253845214844,0.0,0.0,0.0
2024-10-15 06:50:35,-2.9573500728737997e-05,13.8164100646973,13.9279489517212,0.0,0.0,0.0
2024-10-15 06:51:35,-2.956546317729767e-05,13.8164100646973,13.9253845214844,0.0,0.0,0.0
2024-10-15 06:52:35,-2.9557425625857338e-05,13.8189744949341,13.9330768585205,0.0,0.0,0.0
2024-10-15 06:53:35,-2.954938807441701e-05,13.8138465881348,13.9279489517212,0.0,0.0,0.0
2024-10-15 06:54:35,-2.9541350522976683e-05,13.8112821578979,13.9228200912476,0.0,0.0,0.0
2024-10-15 06:55:35,-2.953331297153635e-05,13.8112821578979,13.9176921844482,0.0,0.0,0.0
2024-10-15 06:56:35,-2.952527542009602e-05,13.8112821578979,13.9151277542114,0.0,0.0,0.0
2024-10-15 06:57:35,-2.9517237868655693e-05,13.801025390625,13.9099998474121,0.0,0.0,0.0
2024-10-15 06:58:35,-2.9509200317215362e-05,13.8035898208618,13.9151277542114,0.0,0.0,0.0
2024-10-15 06:59:35,-2.9501162765775038e-05,13.7958974838257,13.9176921844482,0.0,0.0,0.0
2024-10-15 07:00:35,-2.9493125214334703e-05,13.7958974838257,13.9099998474121,0.0,0.0,0.0
2024-10-15 07:01:35,-2.9485087662894376e-05,13.7907695770264,13.9151277542114,0.0,0.0,0.0
2024-10-15 07:02:35,-2.9477050111454048e-05,13.7933330535889,13.9099998474121,0.0,0.0,0.0
2024-10-15 07:03:35,-2.9469012560013714e-05,13.7856407165527,13.9074363708496,0.0,0.0,0.0
2024-10-15 07:04:35,-2.9460975008573393e-05,13.7882051467896,13.9074363708496,0.0,0.0,0.0
2024-10-15 07:05:35,-2.9452937457133058e-05,13.7882051467896,13.9074363708496,0.0,0.0,0.0
2024-10-15 07:06:35,-2.9444899905692727e-05,13.7830772399902,13.9099998474121,0.0,0.0,0.0
2024-10-15 07:07:35,-2.94368623542524e-05,13.7753849029541,13.9048719406128,0.0,0.0,0.0
2024-10-15 07:08:35,-2.942882480281207e-05,13.7702560424805,13.902307510376,0.0,0.0,0.0
2024-10-15 07:09:35,-2.9420787251371744e-05,13.7702560424805,13.9048719406128,0.0,0.0,0.0
2024-10-15 07:10:35,-2.9412749699931413e-05,13.7779483795166,13.902307510376,0.0,0.0,0.0
2024-10-15 07:11:35,-2.9404712148491085e-05,13.7702560424805,13.9074363708496,0.0,0.0,0.0
2024-10-15 07:12:35,-2.9396674597050758e-05,13.7625637054443,13.8920516967773,0.0,0.0,0.0
2024-10-15 07:13:35,-2.9388637045610423e-05,13.7600002288818,13.8946151733398,0.0,0.0,0.0
2024-10-15 07:14:35,-2.9380599494170096e-05,13.7548713684082,13.8894872665405,0.0,0.0,0.0
2024-10-15 07:15:35,-2.9372561942729765e-05,13.7600002288818,13.8971796035767,0.0,0.0,0.0
2024-10-15 07:16:35,-2.9364524391289437e-05,13.7600002288818,13.8946151733398,0.0,0.0,0.0
2024-10-15 07:17:35,-2.935648683984911e-05,13.757435798645,13.8997440338135,0.0,0.0,0.0
2024-10-15 07:18:35,-2.9348449288408778e-05,13.7548713684082,13.8869228363037,0.0,0.0,0.0
2024-10-15 07:19:35,-2.934041173696845e-05,13.757435798645,13.8869228363037,0.0,0.0,0.0
2024-10-15 07:20:35,-2.9332374185528123e-05,13.7497434616089,13.8869228363037,0.0,0.0,0.0
2024-10-15 07:21:35,-2.9324336634087795e-05,13.7446155548096,13.8843593597412,0.0,0.0,0.0
2024-10-15 07:22:35,-2.931629908264746e-05,13.7394876480103,13.8817949295044,0.0,0.0,0.0
2024-10-15 07:23:35,-2.930826153120713e-05,13.7446155548096,13.8843593597412,0.0,0.0,0.0
2024-10-15 07:24:35,-2.9300223979766802e-05,13.7369232177734,13.8741025924683,0.0,0.0,0.0
2024-10-15 07:25:35,-2.9292186428326474e-05,13.7369232177734,13.8869228363037,0.0,0.0,0.0
2024-10-15 07:26:35,-2.9284148876886147e-05,13.7292308807373,13.8817949295044,0.0,0.0,0.0
2024-10-15 07:27:35,-2.9276111325445816e-05,13.7394876480103,13.8741025924683,0.0,0.0,0.0
2024-10-15 07:28:35,-2.926807377400549e-05,13.7317953109741,13.8741025924683,0.0,0.0,0.0
2024-10-15 07:29:35,-2.926003622256516e-05,13.724102973938,13.8715381622314,0.0,0.0,0.0
2024-10-15 07:30:35,-2.9251998671124826e-05,13.7266664505005,13.8715381622314,0.0,0.0,0.0
2024-10-15 07:31:35,-2.9243961119684498e-05,13.7215385437012,13.8766670227051,0.0,0.0,0.0
2024-10-15 07:32:35,-2.9235923568244167e-05,13.713846206665,13.8612823486328,0.0,0.0,0.0
2024-10-15 07:33:35,-2.9227886016803843e-05,13.7087182998657,13.8664102554321,0.0,0.0,0.0
2024-10-15 07:34:35,-2.9219848465363512e-05,13.7061538696289,13.8638458251953,0.0,0.0,0.0
2024-10-15 07:35:35,-2.921181091392318e-05,13.7061538696289,13.8638458251953,0.0,0.0,0.0
2024-10-15 07:36:35,-2.9203773362482857e-05,13.713846206665,13.858717918396,0.0,0.0,0.0
2024-10-15 07:37:35,-2.919573581104252e-05,13.6984615325928,13.8638458251953,0.0,0.0,0.0
2024-10-15 07:38:35,-2.9187698259602198e-05,13.7010259628296,13.8612823486328,0.0,0.0,0.0
2024-10-15 07:39:35,-2.9179660708161863e-05,13.6933336257935,13.8638458251953,0.0,0.0,0.0
2024-10-15 07:40:35,-2.9171623156721532e-05,13.695897102356,13.8535900115967,0.0,0.0,0.0
2024-10-15 07:41:35,-2.9163585605281208e-05,13.6933336257935,13.8535900115967,0.0,0.0,0.0
2024-10-15 07:42:35,-2.9155548053840877e-05,13.6933336257935,13.8535900115967,0.0,0.0,0.0
2024-10-15 07:43:35,-2.914751050240055e-05,13.6856412887573,13.8535900115967,0.0,0.0,0.0
2024-10-15 07:44:35,-2.9139472950960222e-05,13.6882047653198,13.848461151123,0.0,0.0,0.0
2024-10-15 07:45:35,-2.9131435399519884e-05,13.6830768585205,13.8433332443237,0.0,0.0,0.0
2024-10-15 07:46:35,-2.9123397848079563e-05,13.6753845214844,13.8458976745605,0.0,0.0,0.0
2024-10-15 07:47:35,-2.911536029663923e-05,13.6856412887573,13.8382053375244,0.0,0.0,0.0
2024-10-15 07:48:35,-2.91073227451989e-05,13.6805124282837,13.8382053375244,0.0,0.0,0.0
2024-10-15 07:49:35,-2.9099285193758573e-05,13.6805124282837,13.8433332443237,0.0,0.0,0.0
2024-10-15 07:50:35,-2.9091247642318246e-05,13.6702566146851,13.8330764770508,0.0,0.0,0.0
2024-10-15 07:51:35,-2.9083210090877915e-05,13.6753845214844,13.8330764770508,0.0,0.0,0.0
2024-10-15 07:52:35,-2.9075172539437583e-05,13.6676921844482,13.8305130004883,0.0,0.0,0.0
2024-10-15 07:53:35,-2.9067134987997256e-05,13.6599998474121,13.8228206634521,0.0,0.0,0.0
2024-10-15 07:54:35,-2.9059097436556928e-05,13.6676921844482,13.8202562332153,0.0,0.0,0.0
2024-10-15 07:55:35,-2.90510598851166e-05,13.6599998474121,13.8279485702515,0.0,0.0,0.0
2024-10-15 07:56:35,-2.9043022333676266e-05,13.6651277542114,13.8228206634521,0.0,0.0,0.0
2024-10-15 07:57:35,-2.9034984782235945e-05,13.6599998474121,13.8202562332153,0.0,0.0,0.0
2024-10-15 07:58:35,-2.902694723079561e-05,13.6574363708496,13.8228206634521,0.0,0.0,0.0
2024-10-15 07:59:35,-2.901890967935528e-05,13.6548719406128,13.8228206634521,0.0,0.0,0.0
2024-10-15 08:00:35,-2.9010872127914952e-05,13.652307510376,13.8176927566528,0.0,0.0,0.0
2024-10-15 08:01:35,-2.900283457647462e-05,13.6574363708496,13.815128326416,0.0,0.0,0.0
2024-10-15 08:02:35,-2.8994797025034297e-05,13.652307510376,13.8176927566528,0.0,0.0,0.0
2024-10-15 08:03:35,-2.8986759473593966e-05,13.6394872665405,13.8023080825806,0.0,0.0,0.0
2024-10-15 08:04:35,-2.897872192215363e-05,13.6420516967773,13.8100004196167,0.0,0.0,0.0
2024-10-15 08:05:35,-2.897068437071331e-05,13.6394872665405,13.8125638961792,0.0,0.0,0.0
2024-10-15 08:06:35,-2.8962646819272976e-05,13.6369228363037,13.7997436523438,0.0,0.0,0.0
2024-10-15 08:07:35,-2.8954609267832648e-05,13.6420516967773,13.7997436523438,0.0,0.0,0.0
2024-10-15 08:08:35,-2.8946571716392317e-05,13.6292304992676,13.7997436523438,0.0,0.0,0.0
2024-10-15 08:09:35,-2.8938534164951986e-05,13.6343593597412,13.7894868850708,0.0,0.0,0.0
2024-10-15 08:10:35,-2.8930496613511662e-05,13.6292304992676,13.7869234085083,0.0,0.0,0.0
2024-10-15 08:11:35,-2.892245906207133e-05,13.6266670227051,13.7920513153076,0.0,0.0,0.0
2024-10-15 08:12:35,-2.8914421510631003e-05,13.6241025924683,13.7920513153076,0.0,0.0,0.0
2024-10-15 08:13:35,-2.8906383959190675e-05,13.6215381622314,13.7843589782715,0.0,0.0,0.0
2024-10-15 08:14:35,-2.8898346407750348e-05,13.6164102554321,13.7946157455444,0.0,0.0,0.0
2024-10-15 08:15:35,-2.8890308856310013e-05,13.6164102554321,13.7843589782715,0.0,0.0,0.0
2024-10-15 08:16:35,-2.8882271304869682e-05,13.6138458251953,13.7843589782715,0.0,0.0,0.0
2024-10-15 08:17:35,-2.8874233753429355e-05,13.6112823486328,13.7817945480347,0.0,0.0,0.0
2024-10-15 08:18:35,-2.8866196201989027e-05,13.6112823486328,13.7741022109985,0.0,0.0,0.0
2024-10-15 08:19:35,-2.88581586505487e-05,13.6061534881592,13.7817945480347,0.0,0.0,0.0
2024-10-15 08:20:35,-2.8850121099108368e-05,13.6035900115967,13.7843589782715,0.0,0.0,0.0
2024-10-15 08:21:35,-2.884208354766804e-05,13.6035900115967,13.7766666412354,0.0,0.0,0.0
2024-10-15 08:22:35,-2.8834045996227706e-05,13.6061534881592,13.7766666412354,0.0,0.0,0.0
2024-10-15 08:23:35,-2.882600844478738e-05,13.5933332443237,13.7664098739624,0.0,0.0,0.0
2024-10-15 08:24:35,-2.881797089334705e-05,13.5958976745605,13.771538734436,0.0,0.0,0.0
2024-10-15 08:25:35,-2.880993334190672e-05,13.5882053375244,13.7741022109985,0.0,0.0,0.0
2024-10-15 08:26:35,-2.8801895790466392e-05,13.5882053375244,13.771538734436,0.0,0.0,0.0
2024-10-15 08:27:35,-2.8793858239026064e-05,13.5830764770508,13.7587175369263,0.0,0.0,0.0
2024-10-15 08:28:35,-2.8785820687585733e-05,13.5702562332153,13.7612819671631,0.0,0.0,0.0
2024-10-15 08:29:35,-2.877778313614541e-05,13.5753841400146,13.7612819671631,0.0,0.0,0.0
2024-10-15 08:30:35,-2.876974558470507e-05,13.5702562332153,13.7561540603638,0.0,0.0,0.0
2024-10-15 08:31:35,-2.8761708033264744e-05,13.5676927566528,13.7561540603638,0.0,0.0,0.0
2024-10-15 08:32:35,-2.8753670481824416e-05,13.5676927566528,13.7587175369263,0.0,0.0,0.0
2024-10-15 08:33:35,-2.8745632930384085e-05,13.5625638961792,13.743332862854,0.0,0.0,0.0
2024-10-15 08:34:35,-2.873759537894376e-05,13.5574359893799,13.753589630127,0.0,0.0,0.0
2024-10-15 08:35:35,-2.872955782750343e-05,13.5625638961792,13.743332862854,0.0,0.0,0.0
2024-10-15 08:36:35,-2.8721520276063102e-05,13.5548715591431,13.7458972930908,0.0,0.0,0.0
2024-10-15 08:37:35,-2.871348272462277e-05,13.5523080825806,13.743332862854,0.0,0.0,0.0
2024-10-15 08:38:35,-2.8705445173182436e-05,13.5548715591431,13.743332862854,0.0,0.0,0.0
2024-10-15 08:39:35,-2.8697407621742116e-05,13.5471792221069,13.7382049560547,0.0,0.0,0.0
2024-10-15 08:40:35,-2.868937007030178e-05,13.5497436523438,13.7382049560547,0.0,0.0,0.0
2024-10-15 08:41:35,-2.8681332518861453e-05,13.5548715591431,13.7407693862915,0.0,0.0,0.0
2024-10-15 08:42:35,-2.8673294967421126e-05,13.5471792221069,13.7356414794922,0.0,0.0,0.0
2024-10-15 08:43:35,-2.8665257415980795e-05,13.5446157455444,13.7330770492554,0.0,0.0,0.0
2024-10-15 08:44:35,-2.8657219864540467e-05,13.5471792221069,13.7356414794922,0.0,0.0,0.0
2024-10-15 08:45:35,-2.8649182313100136e-05,13.5343589782715,13.7228202819824,0.0,0.0,0.0
2024-10-15 08:46:35,-2.864114476165981e-05,13.5343589782715,13.7253847122192,0.0,0.0,0.0
2024-10-15 08:47:35,-2.863310721021948e-05,13.5266666412354,13.7279491424561,0.0,0.0,0.0
2024-10-15 08:48:35,-2.8625069658779146e-05,13.5369234085083,13.7202568054199,0.0,0.0,0.0
2024-10-15 08:49:35,-2.861703210733882e-05,13.5266666412354,13.7279491424561,0.0,0.0,0.0
2024-10-15 08:50:35,-2.860899455589849e-05,13.5317945480347,13.7253847122192,0.0,0.0,0.0
2024-10-15 08:51:35,-2.8600957004458163e-05,13.5266666412354,13.7228202819824,0.0,0.0,0.0
2024-10-15 08:52:35,-2.8592919453017832e-05,13.521538734436,13.7202568054199,0.0,0.0,0.0
2024-10-15 08:53:35,-2.85848819015775e-05,13.5138463973999,13.7176923751831,0.0,0.0,0.0
2024-10-15 08:54:35,-2.8576844350137173e-05,13.5189743041992,13.7048721313477,0.0,0.0,0.0
2024-10-15 08:55:35,-2.8568806798696846e-05,13.5241022109985,13.7151279449463,0.0,0.0,0.0
2024-10-15 08:56:35,-2.8560769247256518e-05,13.5112819671631,13.7176923751831,0.0,0.0,0.0
2024-10-15 08:57:35,-2.8552731695816184e-05,13.5112819671631,13.710000038147,0.0,0.0,0.0
2024-10-15 08:58:35,-2.8544694144375863e-05,13.5061540603638,13.7125644683838,0.0,0.0,0.0
2024-10-15 08:59:35,-2.853665659293553e-05,13.5112819671631,13.699743270874,0.0,0.0,0.0
2024-10-15 09:00:35,-2.8528619041495197e-05,13.5010251998901,13.710000038147,0.0,0.0,0.0
2024-10-15 09:01:35,-2.852058149005487e-05,13.5061540603638,13.710000038147,0.0,0.0,0.0
2024-10-15 09:02:35,-2.851254393861454e-05,13.4984617233276,13.6971797943115,0.0,0.0,0.0
2024-10-15 09:03:35,-2.8504506387174214e-05,13.503589630127,13.6946153640747,0.0,0.0,0.0
2024-10-15 09:04:35,-2.8496468835733883e-05,13.4984617233276,13.6920509338379,0.0,0.0,0.0
2024-10-15 09:05:35,-2.848843128429355e-05,13.4958972930908,13.6946153640747,0.0,0.0,0.0
2024-10-15 09:06:35,-2.8480393732853228e-05,13.493332862854,13.6946153640747,0.0,0.0,0.0
2024-10-15 09:07:35,-2.847235618141289e-05,13.4958972930908,13.6894874572754,0.0,0.0,0.0
2024-10-15 09:08:35,-2.8464318629972566e-05,13.493332862854,13.6766662597656,0.0,0.0,0.0
2024-10-15 09:09:35,-2.8456281078532235e-05,13.4907693862915,13.6869230270386,0.0,0.0,0.0
2024-10-15 09:10:35,-2.8448243527091904e-05,13.4882049560547,13.6817951202393,0.0,0.0,0.0
2024-10-15 09:11:35,-2.844020597565158e-05,13.4779491424561,13.6766662597656,0.0,0.0,0.0
2024-10-15 09:12:35,-2.843216842421125e-05,13.4805126190186,13.6792306900024,0.0,0.0,0.0
2024-10-15 09:13:35,-2.842413087277092e-05,13.4753847122192,13.6715383529663,0.0,0.0,0.0
2024-10-15 09:14:35,-2.8416093321330593e-05,13.4779491424561,13.6715383529663,0.0,0.0,0.0
2024-10-15 09:15:35,-2.8408055769890255e-05,13.4753847122192,13.6689739227295,0.0,0.0,0.0
2024-10-15 09:16:35,-2.840001821844993e-05,13.4728202819824,13.666410446167,0.0,0.0,0.0
2024-10-15 09:17:35,-2.83919806670096e-05,13.4676923751831,13.666410446167,0.0,0.0,0.0
2024-10-15 09:18:35,-2.8383943115569272e-05,13.4702568054199,13.666410446167,0.0,0.0,0.0
